label	text_a
2	Most  white  kids  i  know  believe  they  are  superior  and  they  freak  out  whenever  a  black  guy  is  fighting  a  white  .
2	http://www.guardian.co.uk/print/0,,3...117780,00.html  Executive  summary  :  the  negroes  never  domesticated  any  plants  or  animals  .
2	We  live  in  a  very  mixed  neighborhood  and  my  son  always  gravitates  toward  the  other  white  kids  on  the  playground  .
2	Do  you  have  a  way  to  support  the  claim  made  in  another  thread  that  Native  Americans  were  not  the  first  human  inhabitants  of  the  Americas  ,  since  you  can  no  longer  defend  your  claims  in  this  thread  ?
2	I  spent  quite  a  bit  of  time  with  April  and  driving  around  with  my  new  van  .
0	Living  expenses  in  Stockholm  are  very  high  and  some  poor  Swedes  and  other  Whites  have  no  choice  but  to  live  in  non-white  suburbs  .
2	Apparently  ,  she  has  taken  her  suffering  and  used  it  to  help  other  white  people  .
0	HIV  will  do  its  job.  the  fags  keep  searching  for  a  cure  but  they  will  never  find  one  because  it  keeps  on  changing  and  mutating.  already  60  percent  of  faggot  apes  have  AIDS  and  it  continues  to  grow  .
0	not  sure  how  we  can  be  anti  liberal  when  we  have  a  prime  minister  who  openly  supports  israel  and  sends  them  cards  on  their  holiday  's  laughing  stock  of  the  aryan  race.  not  to  mention  they  also  openly  support  the  sand  people  .
2	Making  them  up  a  history  because  they  have  none  ?
2	I  have  a  bunch  more  pics  if  anyone  wants  to  see  '  em.  just  drop  me  an  email  .
2	Exposed  man  charged  with  risk  of  injury  Found  with  child  in  car  Just  another  day  in  da  hood  ....
0	Thank  you  for  your  kind  words  ,  hope  to  meet  you  in  the  new  white  world  one  day  soon  .
2	Very  few  parents  are  sending  their  children  out  in  the  dark  even  in  our  all-white  community  .
3	Look  what  white  liberals  have  done  .
2	They  were  kind  of  up  in  arms  but  said  most  Scots  are  lefties  .
1	Glædelig  jul  !
2	I  applaud  them  for  their  nationalism  ,  they  are  proud  of  their  race  ,  and  they  have  their  territories  which  they  have  built  communities  on  .
2	At  the  beginning  of  the  movie  they  show  that  huge  group  mating  scene  where  they  line  up  the  men  and  women  .
2	Aragorn
2	Israeli  Minister  ``  We  always  use  the  anti-Semitism  trick  or  bring  up  the  Holocaust  ''  -  YouTube
2	Children  of  Germany  :  more  at  Kinder  Deutschlands  |  Alle  Inhalte  |  DW.DE  |  04.06.2014  Text  says  she  is  from  Portugal  ,  but  looks  racially  mixed  .
2	Thank  you  for  proving  our  point  .
0	By  their  words  and  deeds  ,  they  declare  themselves  to  be  staunchly  in  favor  of  the  genocide  of  our  people  .
2	I  know  ,  it  's  disgusting  .
2	I  was  there  and  I  must  say  it  's  great  museum  .
2	Hey  I  'm  not  really  new  to  browsing  the  forums  but  i  've  only  just  got  his  account  and  have  decided  to  become  more  active  online  and  in  day  to  day  life  .
2	It  was  carried  to  Ireland  by  English  Invaders  who  came  to  where  they  were  n't  wanted  to  steal  Irish  land  and  Irish  lives  .
0	If  that  Nigerian  bitch  thinks  she  will  be  elected  in  Tallaght  ,  she  is  in  for  a  rude  awakening  .
2	When  the  local  TV  station  ran  the  video  and  explanation  of  the  event  ,  the  news  anchors  could  not  keep  a  straight  face  and  its  all  broke  down  into  uncontrollable  laughter  .
2	A  pile  of  burned  offerings  .
2	Most  Canadians  here  are  anti-racist  ,  and  those  who  are  n't  ,  are  afraid  of  expressing  their  feelings  .
3	But  Wayne  I  want  a  brown  baby  like  all  the  other  girls  on  the  estate  !
2	Asians  ?
2	http://aangirfan.blogspot.com/2009/1...ual-abuse.html
2	Keep  it  safe  and  file  on  paper  always  he  recommended  .
2	This  is  definitely  the  most  informal  thread  I  have  read  about  the  jewish  problem  one  thing  I  dont  understand  is  the  fact  that  most  jews  seem  pretty  white  and  the  bible  says  king  David  had  red  hair  is  there  a  difference  in  the  dna  of  most  jews  and  europeans  or  is  it  mainly  a  just  their  condensening  holier  than  thou  attitude  .
2	Hi  been  looking  round  for  a  while  on  this  site  and  finally  got  round  to  registering.  nice  to  see  a  place  where  we  can  openly  discuss  our  beliefs  .
2	Hey,  hey  now  let  's  not  bury  this  so  fast  .
0	They  need  to  give  them  mandatory  DNA  tests  and  kick  them  all  out  of  France  .
3	This  is  disgusting  and  Justin  wants  this  to  live  here  .
2	Here,  for  your  ease  &  convenience  --  Insight  on  the  News  current  annual  list  as  found  @  http://www.insightmag.com/main.cfm  ?  i  ...  storyid  =  464383  Insight  's  Top  CollegesPosted  Sept.  15  ,  2003  By  Stephen  Goode  Published  :  Tuesday  ,  September  30  ,  2003  Insight  's  Top  15  (  in  alphabetical  order  )  ,  based  on  commitment  to  undergraduate  teaching  and  use  of  a  traditional  curriculum  .
2	Most  Americans  will  probably  wind  up  working  in  fast  food  anyway  and  this  can  delay  that  by  a  few  decades  .
0	Homosexuals  ca  n't  undo  the  fight  against  White  Genocide  ,  only  hypocrites  can  ,  I  'd  rather  have  openly  homosexual  men  on  our  side  than  closet  fags  or  sexual  deviants  who  skulk  about  pretending  to  be  something  they  're  not  .
2	You  have  given  no  evidence  of  anything  you  have  said  .
2	Period  .
2	I  would  be  curious  to  know  where  in  Missouri  you  can  get  a  house  that  cheap  ???
2	WeisserSturm-why  u  want  to  kick  greeks  ?  u  have  too  much  nationalistic  minds  ?  then  why  u  live  in  USA  ?
2	And  all  nonsense  .
2	The  comment  I  made  was  about  the  fact  that  Everton  's  nickname  is  the  Black  Watch  .
2	Note  to  self  :  lose  the  wombat  .
2	Whenever  I  went  anywhere  little  kids  would  come  up  to  me  and  ask  if  I  was  Hitler  .
2	AND  VITAL  .
2	I  think  that  it  is  fair  to  say  that  the  National  Alliance  is  a  secular  organization  that  has  taken  a  specific  stance  against  multicultural  Christianity  for  political  reasons  and  has  also  had  prominent  members  who  have  promoted  non-Christian  religions  or  spiritual  paths  .
2	Too  many  white  youth  have  grown  fat  and  lazy  .
2	Hail  Imperium  Europae  !
3	Just  wait  until  we  open  our  doors  to  the  poor  people  from  the  TB  capital  of  Europe  ,  Romania  .
2	I  remember  going  on  them  when  I  was  a  young  boy  .
2	About  1000  of  Israely  military  specialists  voluntary  (  they  say  so  )  served  in  Georgian  army.To  prepare  the  assault  on  Tshinvaly  .
2	What  time  is  the  game  ?
2	I  really  like  this  idea  .
3	Scum  .
2	At  a  brewers  convention  ,  the  Pres.  of  Hamms  ,  the  Pres.  of  Schlitz  ,  the  Pres.  of  Bubweiser  ,  and  the  Pres.  of  Guiness  all  meet  up  and  decide  to  have  lunch  together  ...
2	Nobody  ,  but  nobody  ,  has  parts  for  1920s  Basque  made  Colt-S  &  W  hybrids  .
0	Lying  Marxists  !
2	Of  course  if  people  would  stop  going  to  these  places  then  they  would  never  be  able  to  earn  enough  money  to  start  up  foreign  cesspits  in  Irish  towns  .
2	Maybe  he  was  that  suicide  bomber  in  Iraq  who  blew  himself  into  a  million  pieces  yesterday  with  100  pounds  of  dynamite  .
2	I  do  n't  even  like  buying  cartons  of  juice  !
0	England  has  been  Jew  infested  for  centuries  and  the  BBC  is  the  centre  of  the  Marxist  propaganda  mill  .
2	The  illustration  of  Old  West  ghost  towns  is  something  that  every  American  can  relate  to  .
2	I  wonder  how  they  will  blame  this  one  on  the  White  Man  .
2	it  does  n't  make  sense  to  have  hispanics  securing  the  border.  after  all  were  are  their  loyalties.  let  's  support  wn  s  who  want  to  become  border  patrol  agents  .
2	The  pourpose  of  this  post  is  not  to  promote  an  Islamic  Ireland  .
2	Like  I  said  earlier  the  English  have  been  subjected  to  a  far  worse  campaign  of  indoctrination  than  the  rest  of  us  .
2	Very  funny  .......
0	Another  black  is  now  trying  to  convince  me  that  black  slaves  were  force-fed  animal  lard  through  huge  tubes  and  had  their  hands  and  feet  cut  off  so  they  could  work  in  the  cotton  fields  without  running  away
2	A  teacher  at  a  Baton  Rouge  elementary  school  was  arrested  just  two  hours  into  his  first  day  on  the  job  Tuesday  .
0	I  think  it  is  a  bit  late  to  think  to  look  after  the  safety  and  the  future  of  white  people  in  South  africa  .
0	Allow  me  to  apologize  for  my  last  post  ,  as  I  was  drinking  heavily  last  night  but  you  callin  me  a  genetic  lottery  winner  ?  come  on  now  I  've  had  my  fair  share  of  hard  times  just  last  week  a  yellow  person  came  into  my  place  of  work  and  started  making  trouble  .
0	If  you  want  to  hear  what  a  black  ``  intellectual  ''  (  lol  )  sounds  like  ,  check  out  the  woman  in  this  video  trying  to  debate  Dr.  William  Shockley  .
2	So  your  allegiance  is  to  Mexico  first  and  America  second  ?
2	I  only  ordered  once-by  cash  and  had  no  problems  .
2	That  would  be  too  expensive  .
2	I  wonder  if  this  is  the  taste  of  what  's  to  come  to  all  of  Europe  in  a  couple  of  decades  .
0	I'm  sure  the  Jews  in  Scandinavia  dumb  down  the  education  systems  there  too  .
2	They  gave  the  guy  who  posted  that  video  some  trouble  ,  did  n't  they  ?!
2	Welcome  to  my  Irish  brothers  I  hope  your  posts  on  Irish  politics  are  accepted  here  ;  Ireland  is  a  country  I  would  like  to  learn  more  about  .
2	Events  around  the  world  will  educate  her  fast  enough  !
2	Friend  of  mine  says  it  's  spot  the  white  person  down  London  .
2	Good  thing  we  do  not  buy  that  stuff  .
2	An  AR10  is  a  weapon  that  9/10  of  those  who  own  ,  myself  included  ,  do  not  have  even  half  the  range  time  or  training  with  to  actually  use  to  it  's  capabilities  .
0	LOL  GJ  brother  10  points  for  the  Uber  humans  and  -  10  for  the  sub  human  ape  creatures  you  are  truly  one  bad  mofo  whitey  crakker  man
2	Americans  acting  like  they  know  what  they  're  talking  about  ..
0	things  u  put  on  yer  teeth  just  kidding  ...  seen  guys  with  those  things  that  suppose  to  hold  up  pants  ?  theyre  red  or  white  ?  and  theyre  not  belts.  welcome  to  skinhead  charades  .
2	A  mate  from  school  started  talking  about  this  group  .
2	YouTube  -  Good  Night  to  Fed  Ex
2	I  would  actually  go  with  a  bolt  action  .22  LR  with  a  decent  scope  .
2	I  hate  to  be  the  one  to  say  this  but  they  do  n't  sound  like  a  loving  family  if  they  said  they  would  dance  on  your  grave  simply  because  of  your  racially  aware  views  .
2	Main  Entry  :  epis  ·  tro  ·  phe  Pronunciation  :  i-  '  pis-tr  &  -  (  "  )  fE  Function  :  noun  Etymology  :  Greek  epistrophE  ,  literally  ,  turning  about  ,  from  epi  -  +  strophE  turning  --  more  at  STROPHE  :  repetition  of  a  word  or  expression  at  the  end  of  successive  phrases  ,  clauses  ,  sentences  ,  or  verses  especially  for  rhetorical  or  poetic  effect  (  as  Lincoln  's  ``  of  the  people  ,  by  the  people  ,  for  the  people  ''  )  --  compare  ANAPHORA
2	YouTube  -  Milk  The  Deadly  Poison  WATCH  THIS  !!!
2	I  know  of  Chris  Rock  and  subsequently  have  hated  him  for  a  long  time  .
0	Same  with  all  of  Europe  after  the  evil  yellow  invasion  .
2	Mostly  they  were  playing  loud  kurdish  music  .
2	Looking  at  this  thread  ,  Slavs  have  some  of  the  most  beautiful  nature  on  this  planet  .
2	I  think  this  video  is  inappropriate  for  children  .
2	It  is  nearing  the  end  of  2013  ,  so  soon  I  will  be  starting  a  thread  for  the  new  year  .
2	The  SPLC  is  a  multi-million  dollar  anti-white  hate  organization  who  is  led  by  a  pervert  .
2	Hey,  she  passed  away  a  few  weeks  ago  now  ;  Did  you  not  read  it  in  the  papers  or  see  it  in  the  news  ?
0	Yeah,  I  saw  that  news  segment  about  the  mixed  race  couple  who  lost  their  home  because  of  the  mudslide  .
2	If  anyone  wants  to  post  it  in  other  forums  feel  free  to  do  so  .
2	I  welcome  you  to  SF  and  hope  you  make  many  friends  here  .
2	quote:  --------------------------------------------------------------------------------  Originally  posted  by  Draco  Nah  G  ,  Iz  bee  outta  dat  wigga  sheot  like  a  million  mutha  *  *  *  *  in  years  ago  ,  nameen  ?
1	Nigdy  nie  spotkalem  zadnego  w  Londynie  .
2	I'm  too  old  (  38  )  ,  but  I  live  in  Tucson  .
2	I  have  been  recently  told  that  the  2nd  toe  ,  the  one  that  rests  beside  the  big  toe  is  a  genetic  distinction  if  you  are  of  Celtic  Stock  .
2	I  go  to  van  city  at  least  once  a  year  .
2	Lots  of  ice  fishing  and  fly  fishing  here  ,  antelope  ,  elk  and  moose  too  .
0	I  know  one  thing  ,  no  white  should  ever  give  one  nickel  or  a  second  thought  to  Africa  for  they  have  repaid  good  with  evil  .
0	The  UAF  are  just  a  bunch  of  middle  class  faggots  ,  the  EDL  should  steam  into  them  every  time  they  show  up  to  counter  a  demonstration  ,  they  'll  soon  run  home  to  daddy  .
2	I  feel  like  athletic  whites  do  not  have  enough  kids  because  when  you  have  a  lot  of  brothers  it  forces  you  to  fight  your  way  to  the  top  .
2	Michael  Paul  Astorga  Astorga  is  set  to  go  on  trial  around  the  beginning  of  the  year  and  the  DA  is  seeking  the  death  penalty  .
2	War  of  Art  is  sitting  on  my  shelf  ,  presently  unread  .
0	Ireland  does  n't  need  arab  scum  like  these  .
2	Check  out  what  I  've  been  doing  .
2	That  is  a  good  article  .
2	They  took  the  action  of  screaming  for  help  and  getting  off  the  bus  .
2	Anti-White  S.O.B.  `  s  ?
2	I  -  hate  -  to  see  men  of  all  ages  wearing  baseball  caps  in  inappropriate  environments  .
2	Damn  ,  I  'm  cool  .
2	I  do  n't  know  about  you  but  I  rather  fight  a  2m  swedish  male  than  a  1.70m  asian  kung  fu  expert  .
2	W.P.W.W.  :  attack
2	I  have  seen  young  white  girl  's  and  boy  's  acting  like  blacks  with  their  baggy  pant  's  and  their  hip  hop  .
2	http://ifamericaknew.org/
2	I  am  a  fan  of  the  German  rock  band  Rammstein  .
2	``  My  message  to  UPA  and  Bandera  scum  from  a  Polish  American  small  town  politician  from  Pennsylvania  ....
2	Being  the  asocial  person  I  am  ,  I  preferred  fewer  people  .
2	They  show  music  videos  on  day  time  and  movies  and  other  shows  in  the  nights  .
2	Its  good  to  know  that  living  in  San  Fran  does  n't  mean  you  have  to  give  up  your  2nd  amendment  right  anymore  .
2	I  have  seen  these  things  popping  up  more  and  more  on  youtube  and  I  like  it  .
2	And  they  are  just  growing  in  numbers  ,  this  is  probably  gonna  happen  all  over  europe
2	They  said  that  statistics  show  that  by  the  year  2011  Espanol  will  be  the  main  spoken  laungage  .
2	Like  I  've  said  before  ,  Kevin  Myers  has  always  been  a  voice  for  us  here  in  Ireland  .
2	This  is  from  the  archive  of  Stormfront  's  Advance  Scout  forum  ,  which  is  solely  devoted  to  the  organizing  strategy  of  PLE-Legionism  .
2	A  citizen  will  have  the  right  to  bear  arms  and  encouraged  to  exercise  it  .
2	I  told  him  how  to  go  and  then  said  ,  you  ar  n't  from  around  here  ,  are  ya  ?  lol
2	If  teachers  have  to  focus  extra  attention  on  foreigners  because  they  cannot  speak  English  properly  ,  it  will  be  the  indigenous  Irish  students  who  will  suffer  .
2	My  tongue  ring  is  back  where  it  's  suppose  to  be  but  the  bottom  ball  caught  my  teeth  causing  the  barbell  to  go  at  an  angel  which  makes  it  look  closer  to  the  tip  .
0	When  the  wheel  hits  the  road  ,  it  wo  n't  matter  if  you  swing  for  yellow  or  black  ,  just  that  you  swing  from  the  nearest  overpass  .
2	I  would  like  to  know  how  are  the  nationalists  parties  going  on  in  the  five  countries  of  this  beautiful  part  of  Europe  called  Scandinavia  ?
2	What  you  say  is  true  but  bear  in  mind  that  what  a  person  chooses  to  wear  on  the  outside  is  a  personal  statement  of  what  's  on  the  inside  .
2	I  just  do  n't  understand  .
0	The  chairman  of  the  FA  is  one  David  Bernstein  and  ,  yes  ,  he  is  a  member  of  a  certain  tribe  that  delight  in  bringing  diversity  and  the  benefits  of  multi-culturalism  and  '  anti-racism  '  ,  along  with  boatloads  of  third-worlders  to  Britain  .
2	Here  is  where  she  was  going  to  be  out  on  the  streets  ,  last  year  :  https  :  //www.stormfront.org/forum/t1008885/
2	14/88  .
2	A  certain  Person  would  want  to  shut  his  mouth  that  Person  going  on  about  stuff  from  1930  had  no  right  to  post  that  information.Leo  would  not  be  impressedwww.muslimsout.org
2	ok,  if  youre  talking  about  a  band  then  this  we  can  work  with.the  colors  and  design  i  do  this  for  around  60  dollars.but  like  i  said  i  need  to  wait  till  my  new  needles  and  colors  come  in  .
2	My  email  is  in  my  profile  .
2	Imagine  the  uproar  if  the  black  girl  said  ``  ten  ''  .
0	A  public  execution  for  these  animals  would  go  a  LONG  way  to  point  to  justice  being  done  ;  it  would  never  bring  the  girl  back  ;  but  I  guarantee  it  would  send  a  message  ............................
2	Shame  on  those  white  Germans  to  be  born  to  like  their  own  race  the  most  .
2	Only  the  future  will  determine  which  plan  can  be  used  to  bring  our  race  out  of  its  current  predicament  .
2	Welcome  to  the  SF  .
2	I  would  like  to  find  the  where  the  document  came  from  and  when  it  was  first  published  thank  you  for  your  reply  .
2	-Yankee  Jim
2	Kamerad
2	But  if  I  could  chose  my  eye  colour  it  definitely  would  be  Green
2	I  think  VHS  tapes  are  available  at  Amazon  .
2	I  was  a  Right  Sector  supporter  but  it  starts  to  sound  as  if  they  are  in  fact  just  Israeli  agents  ......
2	I  feel  that  I  want  to  practice  ...
2	That  stat  has  been  sourced  on  here  many  many  times  before  (  see  post  above  --  sourced  yet  again  .  .  .  )  .
2	Exactly.
2	In  an  effort  to  tie  the  thread  back  together  ....
2	Even  if  that  someone  openly  uses  their  own  name  .
2	Well  this  is  just  like  Westchester  county  advertising  solely  for  nonwhites  to  come  and  live  there  in  projects  .
2	And  if  Rose  Powell  has  anything  to  do  with  it  ,  they  'll  stay  there  for  a  long  time  .
2	Hey,  I  have  a  Folkwear  pattern  for  that  style  of  shirt  which  I  've  been  meaning  to  make  .
2	Show  her  a  William  Pierce  video  on  YouTube  and  then  explain  it  to  her  .
2	Your  american  government  does  n't  want  us  whites  .
2	Some  parts  of  London  are  more  British  than  others  .
2	I  honestly  hope  that  we  dont  directly  involve  ourselves  anymore  .
0	Africans  are  tall  ,  thin  and  lanky  and  pretty  ugly  beasts  .  ...  and  I  'm  just  being  kind  .
2	God  willing  .
2	It  is  very  sad  to  see  that  the  WN/NS  movement  has  a  class  divide  we  are  the  same  race  therefore  we  should  band  together  !  -  reat123  14/88
2	Not  that  it  matters  much  cause  you  will  still  be  pushed  up  against  those  wonderful  minorities  everywhere  you  go  ,  and  our  children  will  go  to  schools  where  they  are  in  the  majority  .
2	Also  available  with  other  on  line  sources  https  :  //www.amazon.com/s  /  ?  ie  =  UTF8  &  ke  ...  l  _  175hzupf6t  _  b
2	ive  looked  into  classes  on  gunsmithing  i  can  do  basic  things  but  i  just  dont  have  every  tool  for  every  gun  on  the  market.  and  if  it  ever  comes  down  to  dooms  day  we  are  gonna  need  a  good  smithy
2	I  am  new  to  Stormfront  and  was  wondering  who  is  from  Tn  .
2	Stay  away  from  all  fast  food  garbage  .
2	Well  anything  can  be  a  ``  hate  crime  ''  these  days  ,  I  heard  recently  that  a  guy  in  Scotland  was  charged  for  ``  revving  his  car  racistly  ''  .....  whatever  that  is
2	In  this  text  there  is  a  table  of  how  they  are  going  to  destroy  our  culture  and  implement  their  communist  state  .
2	Unfortunately  ,  we  missed  out  last  year  but  this  year  s  occasion  will  definitely  make  up  for  it  .
2	I  heard  that  the  phenomena  of  scalping  came  about  during  this  war  .
2	Mod  Note  :  I  moved  this  to  here  from  the  Youth  room  .
2	German  Fest  !!!!!!!
2	Mossberg  590a1  with  bayonet  3  .
2	We  ca  n't  afford  to  babysit  unstable  people  .
2	I  have  nothing  against  that  but  in  logical  numbers.I  do  n't  want  to  loose  our  subracial  or  our  ethnic  intedity.But  i  prefer  mixed  marriages  among  white  people  than  race  mixed  marriages  !
2	I  pray  that  their  souls  are  in  the  heavens  and  their  families  are  healing  in  spirit  .
2	Emily  Tubb  ,  33  ,  of  Southaven  ,  who  is  in  the  English  department  at  East  High  School  ,  was  indicted  last  week  for  alleged  possession  with  intent  to  distribute  Adderall  ,  alprazolam  and  heroin  .
0	Just  watch  them  at  North  America  and  they  like  all  black  sport  players  and  their  ``  slang  ''  .
2	No  .
2	Slavic  peoples  make  up  some  34  %  of  European  population  .
2	www.wheaton.edu  Another  15  Execellent  Schools  :  Baylor  University  's  College  of  Arts  and  Sciences  ,  Waco  ,  Texas  Birmingham-Southern  College  ,  Birmingham  ,  Ala.  Bridgewater  College  ,  Bridgewater  ,  Va.  Columbia  University  ,  New  York  ,  N.Y.  College  of  William  and  Mary  ,  Williamsburg  ,  Va.  Davidson  College  ,  Davidson  ,  N.C.  Furman  University  ,  Greenville  ,  S.C.  Millsaps  College  ,  Jackson  ,  Miss.  Pepperdine  University  ,  Malibu  ,  Calif.  Rhodes  College  ,  Memphis  ,  Tenn.  St.  Olaf  's  College  ,  Northfield  ,  Minn.  Samford  University  ,  Birmingham  ,  Ala.  Shimer  College  ,  Waukegan  ,  Ill.  Thomas  More  College  of  the  Liberal  Arts  ,  Merrimack  ,  N.H.  Wake  Forest  University  ,  Winston-Salem  ,  N.C.
0	Your  both  our  enemies  plain  and  simple  ,  jews  try  to  destroy  us  with  their  immigration  and  the  jew  would  not  be  able  to  get  as  far  as  they  did  if  many  of  them  did  not  look  white  .
2	I  ve  been  to  cleveland  several  times  for  concerts  and  such  but  can  only  stand  it  for  a  few  hours  than  i  have  to  go  .
2	Thanks  for  the  kind  words  in  a  pm  .
0	Apes  even  have  the  instinct  to  basically  leave  these  for  dead  .
2	I  want  to  have  3  children  !  2  girls  and  1  boy  but  the  hardest  part  now  is  i  got  to  try  and  find  someone  to  make  them  with  ,  but  so  far  no  luck
2	-Adolf  Hitler  (  Mein  Kampf  )
2	the  only  way  we  can  win  is  by  opening  the  eyes  of  all  whites  and  we  cant  do  it  softly  can  we  ?
2	If  your  kids  is  interested  in  anime  ,  by  all  means  BE  CAREFUL  at  the  video  store  .
2	(  My  mom  has  blue  eyes  and  my  dad  has  green  eyes  ,  so  I  got  his  eyes.  )
2	Discuss.
2	My  theory  is  that  diversity  is  not  as  popular  as  the  wagon  burners  on  Unity  North  Dakota  would  have  us  believe  .
2	LOL  Tim
2	Eventually  ,  the  city  would  take  it  back  and  I  'd  be  out  ten  bucks.  more  entertainment  .
0	Frederick  neichzche  embraced  the  notion  that  for  a  race  to  evolve  there  had  to  be  a  struggle  to  kill  of  the  weaker  elements  to  keep  them  from  contaminating  the  gene  pool.  in  the  US  one  could  say  that  there  is  a  breeding  program  to  breed  dumb  ghetto  blacks  .
0	Situation  in  Switzerland  is  terrible  ,  blacks  and  muslims  are  everywhere  !  We  were  a  great  Country  with  a  great  People  but  all  these  monkeys  are  transforming  Switzerland  in  a  zoo  where  law  is  not  respected  .
2	https  :  //en.wikipedia.org/wiki/Nordic  _  aliens
2	US-based  Human  Rights  Watch  says  thousands  have  been  raped  by  rebels  and  soldiers  in  the  past  six  months  .
2	Streicher  posed  as  a  rabbi  ,  then  took  her  money  --  promising  to  use  it  to  purchase  a  torah  ,  but  instead  pocketing  it  ,  a  jury  found  in  convicting  him  of  grand  larceny  in  April  .
2	Just  for  research  purposes  I  'll  mention  that  there  was  a  video  years  ago  about  the  Flatland  area  of  Montana  ,  with  a  similar  tone  to  this  recent  NPR  radio  show  ,  but  it  was  before-PLE  .
2	Join  the  Air  Force  (  Something  I  have  in  common  with  aclemfaal  ,  small  world  )  4  .
0	i  have  been  talking  about  it  for  years.  the  filthy  muslims  putting  their  sight  on  africa.  in  some  ways  they  are  worst  then  blacks  .
2	The  pearl  of  German  Water  Castles  .............  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ...  right  :  Burg  Eltz  Castle  is  a  medieval  castle  nestled  in  the  hills  above  the  Moselle  River  between  Koblenz  and  Trier  ,  Germany  .
1	II  .
2	Well  done  to  all  the  people  in  Ireland.Let  's  hope  this  is  just  the  start  of  people  waking  up  to  the  dangers  of  a  mulitracial  society  .
0	The  attacks  are  coming  from  wankers  who  live  in  England  maybe  even  born  here  and  have  little  or  no  English  ancestry  and  call  themselves  British  .
2	Welcome  to  Stormfront  .
2	One  school  that  stood  out  was  an  elementary  schoolI  was  sent  to  that  was  100  %  black  .
2	My  favorite  time  of  year  !
2	Watch  the  Pass  it  On  Honesty  commercial  where  a  kid  returns  a  purse  |  Values.com  White  kid  ``  suspiciously  ''  returns  black  lady  's  purse  ,  white  cops  reward  him  with  donuts
2	I  was  also  surprised  how  many  people  were  able  to  fit  inside  your  clubhouse  but  was  very  happy  to  see  so  many  people  .
2	Dreaming  of  a  Future  World  (  Full  Version  )  -  YouTube  Dr  William  Pierce  .
2	-  YouTube  Big  Mtn  snow  makes  great  dog  flips  -  YouTube  New  Years  Eve  Fireworks  and  Torchlight  Parade  on  Big  Mountain  -  YouTube
2	Had  to  make  it  up  that  is  why
2	The  rounds  I  used  to  use  in  my  5.56  would  cut  through  trees  a  foot  thick  and  quarter  inch  steel  like  a  hot  knife  through  butter  .
2	And  I  guess  there  's  nothing  wrong  in  it  .
2	Thanks  .
2	I  saw  it  on  friday  Thats  just  about  the  right  impression  (  i  believe  )  one  should  have  about  them  .
2	Kids  in  school  get  school  socialization  ,  homeschooled  kids  get  socialized  in  the  real  world  .
2	Only  a  few  small  edits  have  occurred  since  the  last  bump  for  this  article  .
2	Love  looking  at  old  photographs  too  .
2	There  are  some  that  can  vouch  for  that  ,  too  .
2	I  know  people  have  posted  this  link  on  StormFront  before  but  I  think  this  is  one  of  the  easiest  ways  to  become  involved  .
2	Trying  to  find  out  where  to  buy  a  copy  of  White  Power  that  either  ships  to  England  or  can  be  bought  in  England
2	Second  ,  I  really  hope  one  day  you  chauvinists  try  to  take  our  Transylvania  from  us  !  1330  Posada  ,  ring  a  bell  ?  1467  Baia  ,  ring  a  bell  ?  1599  Selimbar  ,  ring  a  bell  ?
2	No  problem  .
2	So  ,  I  do  n't  know  what  to  say  .
2	I  mean  seriously  ,  this  is  farcical  .
2	But  your  laughing  smilie  is  misleading  .
0	Education  system  is  messed  up  for  the  same  reason  everything  else  is  messed  up  -  Jews  ,  non-whites  and  liberal  women  run  and  ruin  everything  .
2	Let  's  hope  it  stays  and  the  New  Year  brings  in  more  people  like  this  great  man  .
2	Garners  major  news  media  attention  for  weeks  .
2	Nevertheless  ,  Regency  and  Victorian  era  reports  abound  of  dogs  who  wasted  away  at  their  master  s  graves  ,  cats  who  refused  to  eat  or  drink  upon  the  death  of  their  mistress  ,  and  even  a  pet  monkey  who  committed  suicide  .
0	I  'd  like  to  see  Iran  wipe  Israel  off  the  map  .
2	Absolutely.
0	Just  let  Shaniqua  leave  her  kids  home  to  burn  the  house  down  while  she  goes  to  da  club  .
2	Being  Youth  is  a  great  way  to  learn  a  lot  about  the  Bible  and  the  movement  .
0	Perhaps  I  should  walk  back  into  my  H.S.  when  it  starts  Monday  and  get  on  the  P.A.  system  and  say  I  want  to  tie  all  *  *  *  *  *  *  s  to  the  back  of  my  car  and  drag  them  across  the  ground  till  they  die  ,  and  then  say  I  'm  joking  .
2	now  that  ye  mention  it  he  does  look  a  bit  like  this  traveller  i  knew.  i  wonder  if  we  gave  him  a  wash  would  he  really  be  a  white  guy  with  red  hair  ?
2	I  hardly  have  any  Slav  in  me  ,  but  my  great  great  grandma  was  Serbian  so  I  have  a  little  Slavic  in  me  .
2	Here  are  few  examples  of  Gregorian  Chant  :  YouTube  -  Gregorian  Chant  Benedictinos  YouTube  -  Notre  Dame  Gregorian  Chants  12/28/06  YouTube  -  ChantCD  St.  Thomas  Aquinas  Seminary  -  Gregorian  Chant
2	I  would  allow  them  to  fall  away  out  of  my  life  and  I  would  never  look  back  .
2	2508
2	They  will  never  acknowledge  it  no  matter  how  much  proof  you  have  .
2	www.hsc.edu  Hillsdale  College  ,  Hillsdale  ,  Mich.
2	Large  enough  to  have  a  secure  border  and  100  mile  free  fire  zone  around  it  .
2	Are  there  any  slavs  that  have  black  or  darker  hair  color  ???
2	I  'd  think  there  are  more  appropriate  sites  for  international  dating  and  such  .
